,x,y,time,energy
22636,-0.1092431982421875,-0.1092431982421875,10,200
22637,-0.1085173291015625,-0.1085173291015625,10,200
22638,-0.1077914599609375,-0.1077914599609375,10,200
22639,-0.1070655908203125,-0.1070655908203125,10,200
22640,-0.1063397216796875,-0.1063397216796875,10,200
22641,-0.1056138525390625,-0.1056138525390625,10,200
22642,-0.1048879833984375,-0.1048879833984375,10,200
22643,-0.1041621142578125,-0.1041621142578125,10,200
22644,-0.1034362451171875,-0.1034362451171875,10,200
22645,-0.1027103759765625,-0.1027103759765625,10,200
22646,-0.1019845068359375,-0.1019845068359375,10,200
22647,-0.1012586376953125,-0.1012586376953125,10,200
22648,-0.1005327685546875,-0.1005327685546875,10,200
22649,-0.0998068994140625,-0.0998068994140625,10,200
22650,-0.0990810302734375,-0.0990810302734375,10,200
22651,-0.0983551611328125,-0.0983551611328125,10,200
22652,-0.0976292919921875,-0.0976292919921875,10,200
22653,-0.0969034228515625,-0.0969034228515625,10,200
22654,-0.0961775537109375,-0.0961775537109375,10,200
22655,-0.0954516845703125,-0.0954516845703125,10,200
22656,-0.0947258154296875,-0.0947258154296875,10,200
22657,-0.0939999462890625,-0.0939999462890625,10,200
22658,-0.0932740771484375,-0.0932740771484375,10,200
22659,-0.0925482080078125,-0.0925482080078125,10,200
